Session,TeamID,TeamSize,TeamCongruence,TeamCoverage,effortMax,effortMean,TeamEffort,CI,SkillMax,SkillMean
Bots In Groups C9 JPH - Group 1,26033,3,1,0.1996,3235,1880.6667,5642,593.4977712,0.1889,0.1098
Bots In Groups C9 JPH - Group 2,26034,3,1,0.1197,1343,993.6667,2981,262.6816667,0.0784,0.058
Bots In Groups C9 JPH - Group 3,26035,3,1,0.1,932,711,2133,288.5445026,0.0544,0.0415
Bots In Groups C9 JPH - Group 4,26036,3,1,0.0625,741,454,1362,187.3136364,0.0433,0.0265
Bots In Groups C9 JPH - Group 5,26037,3,1,0.1453,1728,1107.6667,3323,275.5385604,0.1009,0.0647
CLG 8 -- Session 1 - Group 1,7001,8,1,0.2789,1145,776.375,6211,493.5813172,0.0669,0.0453
CMU MBA Fall2014 A1 - Group 1,5001,5,1,0.2761,1667,1198.8,5994,656.5171836,0.0974,0.07
CMU MBA Fall2014 A10 T2 - Group 1,5010,4,1,0.3101,1997,1658.5,6634,714.7531348,0.1166,0.0969
CMU MBA Fall2014 A11 - Group 1,5011,4,1,0.1235,1036,781.75,3127,202.9228758,0.0605,0.0456
CMU MBA Fall2014 A12 T2 - Group 1,5012,4,1,0.1871,1432,1082,4328,125.1201127,0.0836,0.0632
CMU MBA Fall2014 A13 - Group 1,5013,4,1,0.1717,1369,958.75,3835,366.2720497,0.08,0.056
CMU MBA Fall2014 A15 - Group 1,5014,4,1,0.1413,1130,780.75,3123,75.61513396,0.066,0.0456
CMU MBA Fall2014 A2 T2 - Group 1,5002,5,1,0.1614,1556,686.4,3432,95.51055595,0.0909,0.0401
CMU MBA Fall2014 A3 - Group 1,5003,5,1,0.1476,1144,882,4410,393.9390445,0.0668,0.0515
CMU MBA Fall2014 A4 T2 - Group 1,5004,5,1,0.2249,1306,974.4,4872,649.5365551,0.0763,0.0569
CMU MBA Fall2014 A5 - Group 1,5005,5,1,0.1639,1320,744.2,3721,255.6462766,0.0771,0.0435
CMU MBA Fall2014 A6 T2 - Group 1,5006,5,1,0.2455,1850,1090.4,5452,211.4132348,0.108,0.0637
CMU MBA Fall2014 A7 - Group 1,5007,5,1,0.1556,1331,865.4,4327,228.5950521,0.0777,0.0505
CMU MBA Fall2014 A8 T2 - Group 1,5008,5,1,0.2389,1700,1248.4,6242,408.1403654,0.0993,0.0729
CMU MBA Fall2014 A9 - Group 1,5009,5,1,0.2167,1236,997,4985,587.5,0.0722,0.0582
CMU MBA Fall2014 B1 T2 - Group 1,5015,5,1,0.3118,1673,1320,6600,775.7575758,0.0977,0.0771
CMU MBA Fall2014 B10 - Group 1,5024,5,1,0.3242,1929,1296.6,6483,175.1938668,0.1127,0.0758
CMU MBA Fall2014 B11 T2 - Group 1,5025,5,1,0.2511,1556,1072.2,5361,488.7575758,0.0909,0.0626
CMU MBA Fall2014 B12 - Group 1,5026,5,1,0.3525,2399,1479.8,7399,815.8843931,0.1401,0.0864
CMU MBA Fall2014 B13 T2 - Group 1,5027,5,1,0.2541,1663,1100.8,5504,572.4290688,0.0971,0.0643
CMU MBA Fall2014 B14 - Group 1,5028,5,1,0.2357,1620,1062.2,5311,470.9700599,0.0946,0.062
CMU MBA Fall2014 B15 T2 - Group 1,5029,4,1,0.2991,2060,1609,6436,798.7690377,0.1203,0.094
CMU MBA Fall2014 B2 - Group 1,5016,5,1,0.2251,1630,1100.8,5504,173.3125226,0.0952,0.0643
CMU MBA Fall2014 B3 T2 - Group 1,5017,4,1,0.1481,974,801,3204,244.3584071,0.0569,0.0468
CMU MBA Fall2014 B4 - Group 1,5018,5,1,0.2027,1257,858.6,4293,466.2361863,0.0734,0.0501
CMU MBA Fall2014 B5 T2 - Group 1,5019,5,1,0.1794,1263,790.4,3952,334.89,0.0738,0.0462
CMU MBA Fall2014 B6 - Group 1,5020,5,1,0.2437,1551,1030.4,5152,644.2048832,0.0906,0.0602
CMU MBA Fall2014 B7 T2 - Group 1,5021,3,1,0.1323,1502,969.3333,2908,334.626327,0.0877,0.0566
CMU MBA Fall2014 B8 - Group 1,5022,5,1,0.2791,1655,1201.6,6008,259.1214361,0.0967,0.0702
CMU MBA Fall2014 B9 T2 - Group 1,5023,5,1,0.26,1389,1099.2,5496,557.3412698,0.0811,0.0642
CMU MBA Fall2014 C1 - Group 1,5030,5,1,0.2108,1367,1014.4,5072,197.5518672,0.0798,0.0592
CMU MBA Fall2014 C11 - Group 1,5038,4,1,0.282,1594,1484.75,5939,794.8673267,0.0931,0.0867
CMU MBA Fall2014 C12 T2 - Group 1,5039,4,1,0.2316,1545,1236.75,4947,590.0801733,0.0902,0.0722
CMU MBA Fall2014 C13 - Group 1,5040,4,1,0.1608,1195,895,3580,84.26695684,0.0698,0.0522
CMU MBA Fall2014 C14 T2 - Group 1,5041,3,1,0.2294,1976,1636.3333,4909,682.9690722,0.1154,0.0956
CMU MBA Fall2014 C15 - Group 1,5042,4,1,0.157,1050,861.5,3446,173.2432787,0.0613,0.0503
CMU MBA Fall2014 C2 T2 - Group 1,5031,5,1,0.2376,1629,1007.4,5037,626.8803681,0.0951,0.0588
CMU MBA Fall2014 C3 - Group 1,5032,4,1,0.1663,1839,904.5,3618,388.1895973,0.1074,0.0528
CMU MBA Fall2014 C5 - Group 1,5034,5,1,0.1467,1772,831.6,4158,252.4685083,0.1035,0.0486
CMU MBA Fall2014 C7 - Group 1,5035,5,1,0.2101,1168,908.8,4544,170.4489796,0.0682,0.0531
CMU MBA Fall2014 C8 T2 - Group 1,5036,4,1,0.2469,1847,1352.75,5411,669.6449438,0.1079,0.079
CMU MBA Fall2015 1 - Group 1,6001,4,1,0.1857,1507,991.25,3965,554.9568106,0.088,0.0579
CMU MBA Fall2015 10 - Group 1,6002,5,1,0.205,1269,861.4,4307,141.5393338,0.0741,0.0503
CMU MBA Fall2015 11 - Group 1,6003,5,1,0.1846,1509,965.2,4826,129.3837915,0.0881,0.0564
CMU MBA Fall2015 12 - Group 1,6004,5,1,0.235,1555,1150.6,5753,134.8209008,0.0908,0.0672
CMU MBA Fall2015 13 - Group 1,6005,5,1,0.301,1968,1275.6,6378,945.2755906,0.1149,0.0745
CMU MBA Fall2015 14 - Group 1,6006,5,1,0.2232,1348,1011.8,5059,171.9215341,0.0787,0.0591
CMU MBA Fall2015 15 - Group 1,6007,4,1,0.1946,1318,1047.25,4189,417.8125677,0.077,0.0612
CMU MBA Fall2015 16 - Group 1,6008,4,1,0.1543,1114,853,3412,92.10374954,0.0651,0.0498
CMU MBA Fall2015 17 - Group 1,6009,4,1,0.2183,1814,1306.5,5226,528.2172973,0.1059,0.0763
CMU MBA Fall2015 18 - Group 1,6010,4,1,0.1781,1290,960.25,3841,408.0012255,0.0753,0.0561
CMU MBA Fall2015 19 - Group 1,6011,5,1,0.1914,1095,817,4085,504.0608696,0.064,0.0477
CMU MBA Fall2015 2 - Group 1,6012,5,1,0.1677,951,822.4,4112,481.7794118,0.0555,0.048
CMU MBA Fall2015 20 - Group 1,6013,5,1,0.2715,1560,1220.2,6101,650.1627431,0.0911,0.0713
CMU MBA Fall2015 21 - Group 1,6014,5,1,0.3094,1891,1321,6605,701.0296243,0.1104,0.0772
CMU MBA Fall2015 22 - Group 1,6015,5,1,0.2398,2188,1410.2,7051,494.5860307,0.1278,0.0824
CMU MBA Fall2015 23 - Group 1,6016,5,1,0.1522,1120,863.4,4317,66.96232508,0.0654,0.0504
CMU MBA Fall2015 24 - Group 1,6017,5,1,0.2187,1240,932.4,4662,420.1352992,0.0724,0.0545
CMU MBA Fall2015 25 - Group 1,6018,5,1,0.2219,1332,983,4915,185.4595355,0.0778,0.0574
CMU MBA Fall2015 26 - Group 1,6019,5,1,0.1771,1423,801.6,4008,342.9118943,0.0831,0.0468
CMU MBA Fall2015 27 - Group 1,6020,5,1,0.2244,1995,1255.8,6279,187.061246,0.1165,0.0733
CMU MBA Fall2015 28 - Group 1,6021,5,1,0.2535,2147,1292,6460,498.1374224,0.1254,0.0755
CMU MBA Fall2015 29 - Group 1,6022,5,1,0.2594,1918,1128.2,5641,564.8101124,0.112,0.0659
CMU MBA Fall2015 3 - Group 1,6023,5,1,0.2427,1382,1034.4,5172,214.6238564,0.0807,0.0604
CMU MBA Fall2015 30 - Group 1,6024,4,1,0.1294,1487,901.25,3605,316.7089947,0.0868,0.0526
CMU MBA Fall2015 31 - Group 1,6025,4,1,0.228,1877,1221.5,4886,594.1970979,0.1096,0.0713
CMU MBA Fall2015 32 - Group 1,6026,4,1,0.1843,1183,994.75,3979,412.5,0.0691,0.0581
CMU MBA Fall2015 33 - Group 1,6027,5,1,0.1394,991,644.8,3224,68.12104152,0.0579,0.0377
CMU MBA Fall2015 34 - Group 1,6028,5,1,0.1987,1308,882.2,4411,144.5745954,0.0764,0.0515
CMU MBA Fall2015 35 - Group 1,6029,5,1,0.2085,1130,904.8,4524,518.6847134,0.066,0.0528
CMU MBA Fall2015 36 - Group 1,6030,5,1,0.1826,1061,920.8,4604,366.9141304,0.062,0.0538
CMU MBA Fall2015 37 - Group 1,6031,5,1,0.2872,1594,1264.2,6321,707.206418,0.0931,0.0738
CMU MBA Fall2015 38 - Group 1,6032,5,1,0.1446,1371,799.4,3997,426.0319829,0.0801,0.0467
CMU MBA Fall2015 39 - Group 1,6033,5,1,0.1133,763,591.8,2959,210.7211329,0.0446,0.0346
CMU MBA Fall2015 4 - Group 1,6034,5,1,0.2269,1320,1050.4,5252,541.3940362,0.0771,0.0614
CMU MBA Fall2015 40 - Group 1,6035,5,1,0.2354,1890,1048.8,5244,187.7545293,0.1104,0.0613
CMU MBA Fall2015 41 - Group 1,6036,5,1,0.1297,908,580.8,2904,361.4885321,0.053,0.0339
CMU MBA Fall2015 42 - Group 1,6037,5,1,0.1976,1680,961,4805,152.3448276,0.0981,0.0561
CMU MBA Fall2015 43 - Group 1,6038,5,1,0.119,1010,634.4,3172,60.60037313,0.059,0.037
CMU MBA Fall2015 5 - Group 1,6039,5,1,0.2108,1242,973.8,4869,157.4809993,0.0725,0.0569
CMU MBA Fall2015 6 - Group 1,6040,5,1,0.228,1865,1031.2,5156,183.6153575,0.1089,0.0602
CMU MBA Fall2015 7 - Group 1,6041,5,1,0.1674,961,728.8,3644,429.2565688,0.0561,0.0426
CMU MBA Fall2015 8 - Group 1,6042,5,1,0.3532,2275,1612.6,8063,1048.429811,0.1329,0.0942
CMU MBA Fall2015 9 - Group 1,6043,5,1,0.0773,1295,879.4,4397,243.6282528,0.0756,0.0514
Hopkins MBA G1 T1  - Group 1,13001,4,1,0.1225,1152,719.25,2877,216.5378007,0.0673,0.042
Hopkins MBA G10 T1 - Group 1,13002,5,1,0.1792,1544,872.8,4364,115.5274455,0.0902,0.051
Hopkins MBA G11 T1 - Group 1,13003,5,1,0.2101,1191,917.4,4587,522.3886256,0.0696,0.0536
Hopkins MBA G12 T1 - Group 1,13004,4,1,0.1442,987,788.25,3153,408.5735294,0.0576,0.046
Hopkins MBA G13 T1 - Group 1,13005,4,1,0.1645,1155,880.25,3521,462.76771,0.0675,0.0514
Hopkins MBA G14 T1 - Group 1,13006,5,1,0.2212,1470,948,4740,262.6111697,0.0859,0.0554
Hopkins MBA G15 T1 - Group 1,13007,5,1,0.133,808,568,2840,69.88823529,0.0472,0.0332
Hopkins MBA G16 T1 - Group 1,13008,4,1,0.149,965,806,3224,371.026534,0.0564,0.0471
Hopkins MBA G17 T1 - Group 1,13009,5,1,0.2291,1501,998.4,4992,195.4170274,0.0877,0.0583
Hopkins MBA G18 T1 - Group 1,13010,5,1,0.157,1356,721,3605,471.917603,0.0792,0.0421
Hopkins MBA G19 T1 - Group 1,13011,5,1,0.1548,1031,710.6,3553,86.56633951,0.0602,0.0415
Hopkins MBA G2 T1 - Group 1,13012,4,1,0.0599,473,391.75,1567,99.5,0.0276,0.0229
Hopkins MBA G20 T1 - Group 1,13013,5,1,0.1819,1918,937.4,4687,365.7949283,0.112,0.0547
Hopkins MBA G21 T1 - Group 1,13014,5,1,0.1257,706,561.4,2807,131.1170569,0.0412,0.0328
Hopkins MBA G3 T1 - Group 1,13015,4,1,0.1338,931,738.5,2954,316.9273356,0.0544,0.0431
Hopkins MBA G4 T1 - Group 1,13016,4,1,0.1648,1230,879.75,3519,435.9282137,0.0718,0.0514
Hopkins MBA G5 T1 - Group 1,13017,4,1,0.2151,1948,1156.25,4625,627.2156611,0.1138,0.0675
Hopkins MBA G6 T1 - Group 1,13018,4,1,0.138,1152,742.75,2971,295.641286,0.0673,0.0434
Hopkins MBA G7 T1 - Group 1,13019,5,1,0.1576,1463,686.8,3434,110.2978723,0.0854,0.0401
Hopkins MBA G8 T1 - Group 1,13020,5,1,0.154,747,650.6,3253,88.26525998,0.0436,0.038
Hopkins MBA G9 T1 - Group 1,13021,5,1,0.1015,703,514,2570,169.7005164,0.0411,0.03
Hopkins MBA 2016 G1 - Group 1,24001,4,1,0.1256,1176,784.5,3138,226.4888889,0.0687,0.0458
Hopkins MBA 2016 G10 - Group 1,24002,5,1,0.2208,1703,1212.6,6063,166.8153103,0.0995,0.0708
Hopkins MBA 2016 G11 - Group 1,24003,5,1,0.2118,2988,1158.8,5794,600.5194805,0.1745,0.0677
Hopkins MBA 2016 G12 - Group 1,24004,5,1,0.2273,1713,974.6,4873,587.8772124,0.1,0.0569
Hopkins MBA 2016 G13 - Group 1,24005,5,1,0.1552,1352,667.2,3336,271.6759371,0.079,0.039
Hopkins MBA 2016 G14 - Group 1,24006,6,1,0.2044,1012,739,4434,363.8601036,0.0591,0.0432
Hopkins MBA 2016 G15 - Group 1,24007,5,1,0.1923,1393,1022,5110,413.0980163,0.0814,0.0597
Hopkins MBA 2016 G16 - Group 1,24008,5,1,0.1257,708,541.8,2709,202.2756005,0.0414,0.0316
Hopkins MBA 2016 G17 - Group 1,24009,5,1,0.1589,887,693.2,3466,351.1581722,0.0518,0.0405
Hopkins MBA 2016 G2 - Group 1,24010,4,1,0.2528,1563,1342,5368,215.4770965,0.0913,0.0784
Hopkins MBA 2016 G3 - Group 1,24011,4,1,0.1236,1004,705.25,2821,212.8931298,0.0586,0.0412
Hopkins MBA 2016 G4 - Group 1,24012,4,1,0.1305,872,694.25,2777,307.0175439,0.0509,0.0405
Hopkins MBA 2016 G5 - Group 1,24013,4,1,0.1938,1371,1014.25,4057,435.8072805,0.0801,0.0592
Hopkins MBA 2016 G6 - Group 1,24014,6,1,0.1745,1390,726.6667,4360,307.8411429,0.0812,0.0424
Hopkins MBA 2016 G7 - Group 1,24015,5,1,0.0946,585,448.6,2243,125.55,0.0342,0.0262
Hopkins MBA 2016 G8 - Group 1,24016,5,1,0.2781,2100,1176.8,5884,244.8278775,0.1226,0.0687
Hopkins MBA 2016 G9 - Group 1,24017,5,1,0.2312,1348,1020,5100,469.7712177,0.0787,0.0596
CMU_Coordination in Teams_Group S006 - Group 1,28024,3,1,0.17,1729,1204.6667,3614,482.8906498,0.101,0.0704
CMU_Coordination in Teams_Group S011 - Group 1,28025,3,1,0.2849,2460,2121.3333,6364,775.9722471,0.1437,0.1239
CMU_Coordination in Teams_Group S013 - Group 1,28026,3,1,0.1651,1822,1163,3489,336.4688312,0.1064,0.0679
CMU_Coordination in Teams_Group S014 - Group 1,28027,3,1,0.1337,1439,995.6667,2987,407.2687225,0.084,0.0581
CMU_Coordination in Teams_Group S015 - Group 1,28028,3,1,0.1922,1834,1373.3333,4120,393.9173913,0.1071,0.0802
CMU_Coordination in Teams_Group S016 - Group 1,28029,3,1,0.2141,1772,1520,4560,665.4065934,0.1035,0.0888
CMU_Coordination in Teams_Group S017 - Group 1,28030,3,0.9999,0.1484,1119,1079,3237,367.3376206,0.0654,0.063
CMU_Coordination in Teams_Group S018 - Group 1,28031,3,1,0.2431,2398,1721,5163,695.3556757,0.1401,0.1005
CMU_Coordination in Teams_Group S019 - Group 1,28032,3,1,0.2035,2288,1471,4413,331.0595588,0.1336,0.0859
CMU_Coordination in Teams_Group S020 - Group 1,28033,3,1,0.0977,878,781,2343,232.9617486,0.0513,0.0456
CMU_Coordination in Teams_Group S021 - Group 1,28034,3,1,0.1948,1961,1375,4125,477.9757225,0.1145,0.0803
CMU_Coordination in Teams_Group S034 - Group 1,28035,3,1,0.2002,1809,1458.6667,4376,150.9588318,0.1057,0.0852
CMU_Coordination in Teams_Group S035 - Group 1,28036,3,1,0.1551,1526,1103.3333,3310,306.6645807,0.0891,0.0644
CMU_Coordination in Teams_Group S042 - Group 1,28037,3,1,0.1554,1350,1091.6667,3275,368.4092357,0.0788,0.0637
CMU_Coordination in Teams_Group S043 - Group 1,28038,3,1,0.2789,2246,1986,5958,207.1075463,0.1312,0.116
McKinsey N3 G10 -- Session 1 - Group 1,15003,3,1,0.1615,1604,1269.6667,3809,435.5557325,0.0937,0.0742
McKinsey N3 G12 -- Session 1 - Group 1,15005,2,1,0.1034,1786,1102.5,2205,311.2528409,0.1043,0.0644
McKinsey N3 G3 -- Session 1 - Group 1,15006,3,1,0.1218,1227,887.6667,2663,394.2415459,0.0717,0.0518
McKinsey N3 G6 -- Session 1 - Group 1,15007,3,1,0.1561,1416,1119.6667,3359,467.5072464,0.0827,0.0654
McKinsey N3 G7 -- Session 1 - Group 1,15008,3,1,0.1036,882,760.6667,2282,315.3590504,0.0515,0.0444
McKinsey N3 G9 -- Session 1 - Group 1,15009,3,1,0.1421,1269,1088.6667,3266,409.7581301,0.0741,0.0636
McKinsey N4 G11 -- Session 1 - Group 1,15010,4,1,0.2347,2246,1219,4876,115.9310345,0.1312,0.0712
McKinsey N4 G5 -- Session 1 - Group 1,15011,4,1,0.1608,1025,891.75,3567,92.96129486,0.0599,0.0521
coex002 - Group 1,8001,2,1,0.1131,1415,1208.5,2417,357.3779528,0.0826,0.0706
coex003 copy - Group 1,8002,2,1,0.1781,1961,1914,3828,449.634965,0.1145,0.1118
cx004 - Group 1,8003,2,1,0.125,1408,1216,2432,340.3457077,0.0822,0.071
cx005 - Group 1,8004,2,1,0.136,1576,1316.5,2633,248.0968992,0.092,0.0769
cx006 - Group 1,8005,2,1,0.1499,2075,1604,3208,442.4170213,0.1212,0.0937
cx007 - Group 1,8006,2,1,0.0992,992,944,1888,200.7379679,0.0579,0.0551
cx008 - Group 1,8007,2,1,0.1639,2035,1737,3474,390.6944938,0.1189,0.1015
cx009 - Group 1,8008,2,1,0.0626,715,602.5,1205,97.16326531,0.0418,0.0352
cx010 - Group 1,8009,2,1,0.0753,1159,855.5,1711,197.1466165,0.0677,0.0499
cx012 - Group 1,8010,2,1,0.1208,2415,1281,2562,289.4769231,0.141,0.0748
cx013 - Group 1,8011,2,1,0.0872,1050,869.5,1739,239.7340824,0.0613,0.0508
cx014 - Group 1,8012,2,1,0.1153,1400,1148,2296,305.8988764,0.0818,0.067
cx015 - Group 1,8013,2,1,0.085,932,828,1656,245.3079848,0.0544,0.0483
cx016 - Group 1,8014,2,1,0.1068,1116,1020.5,2041,298.5216049,0.0652,0.0596
cx017 - Group 1,8015,2,1,0.1036,1201,999,1998,222.2005141,0.0701,0.0583
cx018 - Group 1,8016,2,1,0.1192,1212,1168,2336,293.879397,0.0708,0.0682
cx019 - Group 1,8017,2,1,0.1806,2255,1808,3616,485.3478261,0.1317,0.1056
cx020 - Group 1,8018,2,1,0.1178,1413,1147.5,2295,96.53407407,0.0825,0.067
cx021 - Group 1,8019,2,1,0.1271,1682,1226,2452,349.5872642,0.0982,0.0716
cx022 - Group 1,8020,2,1,0.1019,1356,977.5,1955,226.3975155,0.0792,0.0571
cx023 - Group 1,8021,2,1,0.0908,1026,977,1954,282.7211538,0.0599,0.0571
cx024 - Group 1,8022,2,1,0.051,747,432,864,144.06,0.0436,0.0252
cx025 - Group 1,8023,2,1,0.1028,1083,1028,2056,210.3105727,0.0633,0.06
cx026 - Group 1,8024,2,1,0.1098,1451,1050,2100,315.4247788,0.0847,0.0613
cx027 - Group 1,8025,2,1,0.1635,2262,1646.5,3293,473.0212355,0.1321,0.0961
cx028 - Group 1,8026,2,1,0.0867,853,793.5,1587,251.1368821,0.0498,0.0464
cx030 - Group 1,8027,2,1,0.1411,1629,1412.5,2825,318.1689189,0.0951,0.0825
cx031 - Group 1,8028,2,1,0.0569,902,640.5,1281,69.2630137,0.0527,0.0374
cx032 - Group 1,8029,2,1,0.12,1247,1197,2394,347.2724796,0.0728,0.0699
cx033 - Group 1,8030,2,1,0.1189,1355,1185.5,2371,319.687664,0.0791,0.0692
cx034 - Group 1,8031,2,1,0.1371,2667,1333.5,2667,362.2617801,0.1558,0.0779
cx035 - Group 1,8032,2,1,0.0869,872,799.5,1599,192.2452107,0.0509,0.0467
cx036 - Group 1,8033,2,1,0.1027,1386,1008.5,2017,266.8686567,0.0809,0.0589
cx037 - Group 1,8034,2,1,0.138,1732,1328.5,2657,316.254902,0.1012,0.0776
cx038 - Group 1,8035,2,1,0.1502,2165,1474.5,2949,424.1936128,0.1264,0.0861
cx039 - Group 1,8036,2,1,0.1193,1829,1238.5,2477,353.0986301,0.1068,0.0723
cx040 - Group 1,8037,2,1,0.1356,1348,1319.5,2639,388.7641509,0.0787,0.0771
cx041 - Group 1,8038,2,1,0.114,1482,1072.5,2145,276.3959391,0.0866,0.0626
cx042 - Group 1,8039,2,1,0.1189,1470,1152,2304,318.5780822,0.0859,0.0673
cx043 - Group 1,8040,2,1,0.1472,1569,1483,2966,332.6254237,0.0916,0.0866
cx044 - Group 1,8041,2,1,0.0508,744,466.5,933,110.278481,0.0435,0.0272
cx045 - Group 1,8042,2,1,0.1125,1288,1186.5,2373,363.2125984,0.0752,0.0693
cx046 - Group 1,8043,2,1,0.1409,1696,1391,2782,425.1828442,0.0991,0.0812
cx047 - Group 1,8044,2,1,0.0909,1138,859,1718,269.0327273,0.0665,0.0502
cx048 - Group 1,8045,2,1,0.1501,1686,1587.5,3175,150.5409646,0.0985,0.0927
cx049 - Group 1,8046,2,1,0.1021,1163,957,1914,260.8210227,0.0679,0.0559
cx050 - Group 1,8047,2,1,0.1127,1643,1285,2570,358.2645503,0.096,0.0751
cx051 - Group 1,8048,2,1,0.1434,1665,1459,2918,248.8909091,0.0972,0.0852
cx052 - Group 1,8049,2,1,0.0992,1087,1048.5,2097,325.1876833,0.0635,0.0612
cx053 - Group 1,8050,2,1,0.1132,1140,1074,2148,221.4441261,0.0666,0.0628
cx054 - Group 1,8051,2,1,0.1297,1769,1264,2528,357.6866359,0.1033,0.0738
cx055 - Group 1,8052,2,1,0.0808,930,764,1528,206.0634328,0.0543,0.0446
cx056 - Group 1,8053,2,1,0.1242,1298,1204,2408,379.0026247,0.0758,0.0703
cx057 - Group 1,8054,2,1,0.1132,1239,1099,2198,273.9025,0.0724,0.0642
cx058 - Group 1,8055,2,1,0.067,878,774,1548,170.7131474,0.0513,0.0452
cx059 - Group 1,8056,2,1,0.0586,734,513.5,1027,151.4792899,0.0429,0.03
cx060 - Group 1,8057,2,1,0.1082,1066,1047,2094,282.1565217,0.0623,0.0611
cx061 - Group 1,8058,2,1,0.0997,1172,1000.5,2001,233.1098266,0.0684,0.0584
cx062 - Group 1,8059,2,1,0.1231,1596,1180.5,2361,360.2142857,0.0932,0.0689
cx063 - Group 1,8060,2,1,0.1124,1275,1094.5,2189,173.6535948,0.0745,0.064
cx066 - Group 1,8061,2,1,0.1165,1290,1110,2220,292.7908654,0.0753,0.0648
cx067 - Group 1,8062,2,1,0.0513,733,552,1104,160.6648352,0.0428,0.0323
cx068 - Group 1,8063,2,1,0.1102,1100,1028.5,2057,34.03272343,0.0642,0.06
cx069 - Group 1,8064,2,1,0.1463,2243,1452,2904,69.67804363,0.131,0.0848
cx070 - Group 1,8065,2,1,0.0905,890,881.5,1763,17.97185081,0.052,0.0515
cx071 - Group 1,8066,2,1,0.121,1460,1210.5,2421,296.6101695,0.0853,0.0707
cx072 - Group 1,8067,2,1,0.1765,2010,1848.5,3697,343.9882526,0.1174,0.108
cx073 - Group 1,8068,2,1,0.09,888,845.5,1691,222.9812734,0.0519,0.0494
cx074 - Group 1,8069,2,1,0.0523,489,477.5,955,156.0063291,0.0286,0.0279
cx075 - Group 1,8070,2,1,0.1106,1224,1084,2168,246.9017199,0.0715,0.0633
cx076 - Group 1,8071,2,1,0.1377,1596,1321,2642,344.3565217,0.0932,0.0771
cx077 - Group 1,8072,2,1,0.1291,1567,1250.5,2501,339.9646018,0.0915,0.073
